FAC_MA_NM,Relationship_NM,GROUP_NM,CUSTOMER_KEY,ACCOUNT_NUMBER,CUSTOMER_NM,SERVICE_ADDRESS_1,SERVICE_CITY_NM,SERVICE_STATE_CD,SERVICE_ZIP_CD,DISPOSAL_CD,Disposal_NM,WASTE_STREAM_NM,WASTE_TYPE,TICKET_NO,SERVICE_CD,LOAD_TYPE,DISPATCH_DM,MONTH,YEAR,TONNAGE,Min_Ton,MONTH_STRING,CUSTOMER_NM_Modified
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,406888,20C,E/R,44819.52153,9,2022,2.69,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,400302,Y30,E/R,44805.37083,9,2022,1.67,,September, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,403289,20C,E/R,44814.41597,9,2022,5.01,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,406887,Y35,E/R,44819.29306,9,2022,1.25,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,413652,30C,E/R,44833.40837,9,2022,4.2,,September, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,400303,30C,E/R,44805.19583,9,2022,4.41,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,413621,20C,E/R,44833.46528,9,2022,1.45,,September, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,406858,20C,E/R,44819.44583,9,2022,1.0,,September, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 09 - 0018000001Vf9IpAAJ,EAST DIVISION,148114312007,447-832265,WORCESTER POLYTECH 09 EAST HAL,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,409224,20C,E/R,44832.57648,9,2022,2.89,,September, 09 EAST HAL
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,410242,30C,E/R,44826.19444,9,2022,4.6,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,413648,Y30,E/R,44833.53193,9,2022,1.65,,September, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,413651,20C,E/R,44833.59167,9,2022,3.14,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 03 FARADAY HALL - 0018000001Vf9IrAAJ,EAST DIVISION,127928563002,447-845245,WORCESTER POLYTECH 03 FARADAY,FARADAY ST,WORCESTER,MA,01605-2602,,UNDEFINED,MSW,MSW,413120,,ZRP,44831.33333,9,2022,0.0,,September, 03 FARADAY
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,413650,Y35,E/R,44833.33774,9,2022,1.66,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 02 DANIELS - 0018000001VZNh8AAH,EAST DIVISION,80805092006,447-56302,WORCESTER POLYTECH 02 DANIELS,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,411184,30C,E/R,44834.25,9,2022,8.04,,September, 02 DANIELS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,400304,Y35,E/R,44805.29444,9,2022,1.56,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,406885,Y30,E/R,44819.62361,9,2022,1.84,,September, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,UNDEFINED,MSW,407924,,ZRP,44819.41667,9,2022,0.0,,September, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,403287,30C,E/R,44814.17014,9,2022,6.88,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,413649,30C,E/R,44833.23889,9,2022,4.63,,September, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,417165,20C,E/R,44840.55833,10,2022,1.8,,October, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,417201,30C,E/R,44840.37778,10,2022,3.01,,October, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,423656,30C,E/R,44854.34167,10,2022,2.3,,October, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,420429,Y30,E/R,44847.54722,10,2022,1.54,,October, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,420432,20C,E/R,44847.49861,10,2022,2.55,,October, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,417198,30C,E/R,44840.19583,10,2022,4.32,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,417200,20C,E/R,44840.61319,10,2022,3.08,,October, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,423622,20C,E/R,44854.44028,10,2022,0.84,,October, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,420430,30C,E/R,44847.19726,10,2022,4.62,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,426891,20C,E/R,44861.44514,10,2022,1.27,,October, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,426924,30C,E/R,44861.38819,10,2022,2.65,,October, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,417199,Y35,E/R,44840.32569,10,2022,1.77,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,423654,Y35,E/R,44854.25625,10,2022,1.05,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,420402,20C,E/R,44847.42917,10,2022,1.58,,October, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,426923,20C,E/R,44861.51597,10,2022,2.54,,October, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,426920,Y30,E/R,44861.57153,10,2022,0.82,,October, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,SINGLE STREAM RECYCLE,RECYCLING,415880,46C,E/R,44840.44444,10,2022,6.66,,October, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,426922,Y35,E/R,44861.32917,10,2022,1.26,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,420431,Y35,E/R,44847.29583,10,2022,1.47,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,420433,30C,E/R,44847.35764,10,2022,3.41,,October, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,426921,30C,E/R,44861.24236,10,2022,3.72,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,423653,30C,E/R,44854.19306,10,2022,3.13,,October, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,423655,20C,E/R,44854.49792,10,2022,1.38,,October, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,433463,30C,E/R,44875.41968,11,2022,3.33,,November, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 02 DANIELS - 0018000001VZNh8AAH,EAST DIVISION,80805092006,447-56302,WORCESTER POLYTECH 02 DANIELS,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,439119,30C,E/R,44894.53611,11,2022,8.06,,November, 02 DANIELS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,436606,30C,E/R,44882.33472,11,2022,2.88,,November, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,433429,20C,E/R,44875.46699,11,2022,1.63,,November, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,430167,30C,E/R,44868.20069,11,2022,4.29,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,430130,20C,E/R,44868.41944,11,2022,1.69,,November, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,SINGLE STREAM RECYCLE,RECYCLING,427077,46C,E/R,44872.27083,11,2022,3.68,,November, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,433462,20C,E/R,44875.55183,11,2022,2.93,,November, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,440123,20C,E/R,44890.36875,11,2022,1.54,,November, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,440153,30C,E/R,44890.17847,11,2022,3.68,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,440154,Y35,E/R,44890.25347,11,2022,1.3,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,440155,20C,E/R,44890.41667,11,2022,2.51,,November, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,436603,30C,E/R,44882.19167,11,2022,4.52,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 09 - 0018000001Vf9IpAAJ,EAST DIVISION,148114312007,447-832265,WORCESTER POLYTECH 09 EAST HAL,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,426419,20C,E/R,44872.22639,11,2022,2.57,,November, 09 EAST HAL
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,433459,Y30,E/R,44875.6,11,2022,1.54,,November, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,436572,20C,E/R,44882.43333,11,2022,1.49,,November, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,430170,30C,E/R,44868.34653,11,2022,3.51,,November, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,430169,20C,E/R,44868.49167,11,2022,2.89,,November, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,440156,30C,E/R,44890.32014,11,2022,3.07,,November, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,436605,20C,E/R,44882.55556,11,2022,3.0,,November, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,440152,Y30,E/R,44890.46528,11,2022,1.32,,November, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 03 FARADAY HALL - 0018000001Vf9IrAAJ,EAST DIVISION,127928563002,447-845245,WORCESTER POLYTECH 03 FARADAY,FARADAY ST,WORCESTER,MA,01605-2602,WMI,ECP MILLBURY MSW,MSW,MSW,434919,35C,E/R,44879.60833,11,2022,8.63,,November, 03 FARADAY
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,433461,Y35,E/R,44875.34792,11,2022,1.55,,November, 10 CAMPUS C
