FAC_MA_NM,Relationship_NM,GROUP_NM,CUSTOMER_KEY,ACCOUNT_NUMBER,CUSTOMER_NM,SERVICE_ADDRESS_1,SERVICE_CITY_NM,SERVICE_STATE_CD,SERVICE_ZIP_CD,DISPOSAL_CD,Disposal_NM,WASTE_STREAM_NM,WASTE_TYPE,TICKET_NO,SERVICE_CD,LOAD_TYPE,DISPATCH_DM,MONTH,YEAR,TONNAGE,Min_Ton,MONTH_STRING,CUSTOMER_NM_Modified
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,436604,Y35,E/R,44882.25,11,2022,1.59,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,430168,Y35,E/R,44868.28611,11,2022,1.43,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,433460,30C,E/R,44875.27022,11,2022,3.93,,November, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,445920,Y35,E/R,44903.27708,12,2022,1.45,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,452035,30C,E/R,44917.19931,12,2022,2.53,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,454600,Y35,E/R,44924.33333,12,2022,0.14,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 09 - 0018000001Vf9IpAAJ,EAST DIVISION,148114312007,447-832265,WORCESTER POLYTECH 09 EAST HAL,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,441762,20C,E/R,44901.2,12,2022,1.75,,December, 09 EAST HAL
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,445921,20C,E/R,44903.475,12,2022,3.58,,December, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,448967,Y35,E/R,44910.29167,12,2022,1.32,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,454602,30C,E/R,44924.39998,12,2022,1.25,,December, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,442785,Y35,E/R,44896.26736,12,2022,0.86,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,445918,Y30,E/R,44903.54444,12,2022,1.18,,December, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,442751,20C,E/R,44896.38264,12,2022,1.01,,December, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,454567,20C,E/R,44924.46111,12,2022,0.28,,December, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,448968,20C,E/R,44910.49514,12,2022,2.67,,December, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,445889,20C,E/R,44903.39306,12,2022,1.65,,December, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,445919,30C,E/R,44903.19375,12,2022,4.46,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,445922,30C,E/R,44903.34861,12,2022,4.32,,December, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,452034,Y30,E/R,44917.55278,12,2022,0.89,,December, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,442787,30C,E/R,44896.32708,12,2022,2.09,,December, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,442784,30C,E/R,44896.19375,12,2022,2.39,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,452005,20C,E/R,44917.42639,12,2022,1.27,,December, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,SINGLE STREAM RECYCLE,RECYCLING,447396,46C,E/R,44907.28056,12,2022,5.53,,December, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,452037,20C,E/R,44917.49931,12,2022,1.71,,December, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,448966,30C,E/R,44910.19028,12,2022,4.34,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,448935,20C,E/R,44910.43194,12,2022,1.11,,December, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,448969,30C,E/R,44910.36736,12,2022,2.76,,December, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,454599,30C,E/R,44924.25,12,2022,0.71,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,442786,20C,E/R,44896.43611,12,2022,1.85,,December, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,452038,30C,E/R,44917.35,12,2022,3.33,,December, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,,UNDEFINED,UNDEFINED,MSW,454601,TRF,TRP,44924.52778,12,2022,0.0,,December, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 12 RECYCLE - 0018000001VZNh9AAH,EAST DIVISION,141217982004,447-827458,WORCESTER POLYTECH 12 RECYCLE,PRESCOTT ST,WORCESTER,MA,01605-2661,LSS,LEOMINSTER SINGLE STREAM,COMINGLED,RECYCLING,448557,42Y,E/R,44910.53819,12,2022,4.84,,December, 12 RECYCLE
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,452036,Y35,E/R,44917.28125,12,2022,0.73,,December, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,460452,30C,E/R,44938.34653,1,2023,1.89,,January, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,460450,Y35,E/R,44938.2875,1,2023,1.06,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,463159,20C,E/R,44945.38819,1,2023,1.49,,January, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,460451,20C,E/R,44938.45833,1,2023,1.76,,January, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 09 - 0018000001Vf9IpAAJ,EAST DIVISION,148114312007,447-832265,WORCESTER POLYTECH 09 EAST HAL,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,466169,20C,E/R,44952.47361,1,2023,1.23,,January, 09 EAST HAL
WM of New England,WORCESTER POLYTECH 03 FARADAY HALL - 0018000001Vf9IrAAJ,EAST DIVISION,127928563002,447-845245,WORCESTER POLYTECH 03 FARADAY,FARADAY ST,WORCESTER,MA,01605-2602,WMI,ECP MILLBURY MSW,MSW,MSW,468456,35C,E/R,44957.53819,1,2023,8.75,,January, 03 FARADAY
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,457352,30C,E/R,44931.18958,1,2023,0.62,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,465922,20C,E/R,44952.47222,1,2023,2.97,,January, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,457353,Y35,E/R,44931.25556,1,2023,0.6,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,463192,30C,E/R,44945.33264,1,2023,2.72,,January, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,465921,Y35,E/R,44952.27639,1,2023,1.57,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,460449,30C,E/R,44938.19514,1,2023,2.47,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,457351,Y30,E/R,44931.47431,1,2023,0.04,,January, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,463190,Y35,E/R,44945.27778,1,2023,1.07,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 03 FARADAY HALL - 0018000001Vf9IrAAJ,EAST DIVISION,127928563002,447-845245,WORCESTER POLYTECH 03 FARADAY,FARADAY ST,WORCESTER,MA,01605-2602,,UNDEFINED,UNDEFINED,MSW,467908,TRF,TRP,44957.24653,1,2023,0.0,,January, 03 FARADAY
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,457354,20C,E/R,44931.42917,1,2023,0.92,,January, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,WMI,ECP MILLBURY MSW,MSW,MSW,463191,20C,E/R,44945.47292,1,2023,2.41,,January, 07 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,465920,30C,E/R,44952.20833,1,2023,3.73,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,457324,20C,E/R,44931.37361,1,2023,0.2,,January, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,465884,20C,E/R,44952.4,1,2023,1.57,,January, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,457355,30C,E/R,44931.33125,1,2023,1.13,,January, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,465923,30C,E/R,44952.35,1,2023,2.73,,January, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,463189,30C,E/R,44945.19236,1,2023,3.42,,January, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 09 - 0018000001Vf9IpAAJ,EAST DIVISION,148114312007,447-832265,WORCESTER POLYTECH 09 EAST HAL,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,458753,20C,E/R,44936.52639,1,2023,1.82,,January, 09 EAST HAL
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,460418,20C,E/R,44938.39583,1,2023,0.94,,January, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 08 RECYCLE - 0018000001VZNhCAAX,EAST DIVISION,80840682009,447-195485,WORCESTER POLYTECH 08 RECYCLE,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,SINGLE STREAM RECYCLE,RECYCLING,464702,46C,E/R,44950.24861,1,2023,6.4,,January, 08 RECYCLE
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,463188,Y30,E/R,44945.51458,1,2023,1.2,,January, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER - 0018000001VZNgzAAH,EAST DIVISION,81236882007,447-792129,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,471793,30C,E/R,44966.34583,2,2023,3.78,,February, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 10 CAMPUS CENTER SSRY - 0018000001VZNh3AAH,EAST DIVISION,181098653008,447-853772,WORCESTER POLYTECH 10 CAMPUS C,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,474813,Y35,E/R,44973.28264,2,2023,1.21,,February, 10 CAMPUS C
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,477648,30C,E/R,44980.32778,2,2023,3.13,,February, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 01 MORGAN HALL - 0018000001VZNguAAH,EAST DIVISION,80805102004,447-56329,WORCESTER POLYTECH 01 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LSS,LEOMINSTER SINGLE STREAM,COMMINGLED & NEWSPAPER,RECYCLING,474811,Y30,E/R,44973.5125,2,2023,1.54,,February, 01 MORGAN H
WM of New England,WORCESTER POLYTECH 04 FOUNDERS - 0018000001VZNgtAAH,EAST DIVISION,80805112002,447-56337,WORCESTER POLYTECH 04 FOUNDERS,BOYNTON ST,WORCESTER,MA,01609-3114,WMI,ECP MILLBURY MSW,MSW,MSW,468822,20C,E/R,44959.41042,2,2023,1.88,,February, 04 FOUNDERS
WM of New England,WORCESTER POLYTECH 06 SALISBURY - 0018000001VZNhBAAX,EAST DIVISION,80805122000,447-56418,WORCESTER POLYTECH 06 SALISBUR,INSTITUTE RD SALISBURY,WORCESTER,MA,01609-2280,WMI,ECP MILLBURY MSW,MSW,MSW,468853,30C,E/R,44959.33611,2,2023,2.53,,February, 06 SALISBUR
WM of New England,WORCESTER POLYTECH 07 MORGAN HALL - 0018000001WxuWCAAZ,EAST DIVISION,188077933007,447-854847,WORCESTER POLYTECH 07 MORGAN H,INSTITUTE RD,WORCESTER,MA,01609-2247,LTT,LEOMINSTER TRANSFER (MSW),MSW,MSW,477647,20C,E/R,44980.44028,2,2023,2.64,,February, 07 MORGAN H
